2008;11;NA;NA;;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;%;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;NA;
2008;11;51;ΥΟΝΓΡΗΚΟ ΔΜΠΟΡΗΟ ΚΑΗ ΔΜΠΟΡΗΟ ΜΔ ΠΡΟΜΖΘΔΗΑ. ΔΚΣΟ΢ ΑΠΌ ΣΟ ΔΜΠΟΡΗΟ ΑΤΣΟΚΗΝΖΣΧΝ ΟΥΖΜΑΣΧΝ ΚΑΗ ΜΟΣΟ΢ΤΚΛΔΣΧΝ;23330;36595;17935;54530;13.90;24.05;23.97;24.02;43.64;42.29;43.20;WHOLESALE TRADE AND COMMISSION TRADE. EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES;
2008;11;52;ΛΗΑΝΗΚΟ ΔΜΠΟΡΗΟ. ΔΚΣΟ΢ ΑΠΌ ΣΟ ΔΜΠΟΡΗΟ ΑΤΣΟΚΗΝΖΣΧΝ ΟΥΖΜΑΣΧΝ ΚΑΗ ΜΟΣΟ΢ΤΚΛΔΣΧΝ. ΔΠΗ΢ΚΔΤΖ ΔΗΓΧΝ ΑΣΟΜΗΚΖ΢ ΚΑΗ ΟΗΚΗΑΚΖ΢ ΥΡΖ΢Ζ΢;37919;18796;37576;56372;14.37;23.94;23.78;23.83;39.00;38.87;38.91;RETAIL TRADE. EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES; REPAIR OF PERSONAL AND HOUSEHOLD GOODS;
2008;11;55;ΞΔΝΟΓΟΥΔΗΑ ΚΑΗ Δ΢ΣΗΑΣΟΡΗΑ;24602;17541;19212;36753;9.37;19.65;19.27;19.45;41.56;38.53;39.99;HOTELS AND RESTAURANTS;
2008;11;60;ΥΔΡ΢ΑΗΔ΢ ΜΔΣΑΦΟΡΔ΢ΜΔΣΑΦΟΡΔ΢ ΜΔ΢Χ ΑΓΧΓΧΝ;9106;11319;957;12276;3.13;23.42;23.64;23.44;42.21;39.32;41.98;LAND TRANSPORT. TRANSPORT VIA PIPELINES;
2008;11;61;ΤΓΑΣΗΝΔ΢ ΜΔΣΑΦΟΡΔ΢;513;700;634;1334;0.34;24.37;24.29;24.33;72.65;64.56;68.81;WATER TRANSPORT;
2008;11;62;ΔΝΑΔΡΗΔ΢ ΜΔΣΑΦΟΡΔ΢;39;61;52;113;0.03;24.13;24.04;24.09;114.64;70.44;94.34;AIR TRANSPORT;
2008;11;63;ΒΟΖΘΖΣΗΚΔ΢ ΚΑΗ ΢ΤΝΑΦΔΗ΢ ΠΡΟ΢ ΣΗ΢ ΜΔΣΑΦΟΡΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢. ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΣΑΞΗΓΗΧΣΗΚΧΝ ΠΡΑΚΣΟΡΔΗΧΝ;3729;4445;4492;8937;2.28;23.91;23.93;23.92;54.10;49.46;51.77;SUPPORTING AND AUXILIARY ACTIVITIES; ACTIVITIES OF TRAVEL AGENCIES;
2008;11;64;ΣΑΥΤΓΡΟΜΔΗΑ ΚΑΗ ΣΖΛΔΠΗΚΟΗΝΧΝΗΔ΢;1145;1451;975;2426;0.62;23.17;23.09;23.13;41.02;39.18;40.28;POST AND TELECOMMUNICATIONS;
2008;11;65;ΔΝΓΗΑΜΔ΢ΟΗ ΥΡΖΜΑΣΟΠΗ΢ΣΧΣΗΚΟΗ ΟΡΓΑΝΗ΢ΜΟΗ. ΜΔ ΔΞΑΗΡΔ΢Ζ ΣΗ΢ Α΢ΦΑΛΗ΢ΣΗΚΔ΢ ΔΣΑΗΡΔΗΔ΢ ΚΑΗ ΣΑ ΣΑΜΔΗΑ ΢ΤΝΣΑΞΔΧΝ;142;116;227;343;0.09;23.89;23.63;23.71;108.52;53.40;72.18;FINANCIAL INTERMEDIATION. EXCEPT INSURANCE AND PENSION FUNDING;
2008;11;66;Α΢ΦΑΛΗ΢ΔΗ΢ ΚΑΗ ΢ΤΝΣΑΞΗΟΓΟΣΗΚΑ ΣΑΜΔΗΑ. ΔΚΣΟ΢ ΑΠΌ ΣΖΝ ΤΠΟΥΡΔΧΣΗΚΖ ΚΟΗΝΧΝΗΚΖ Α΢ΦΑΛΗ΢Ζ;400;139;458;597;0.15;24.01;23.90;23.93;63.56;43.43;48.13;INSURANCE AND PENSION FUNDING. EXCEPT COMPULSORY SOCIAL SECURITY;
2008;11;67;ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΢ΤΝΑΦΔΗ΢ ΜΔ ΣΗ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΔΝΓΗΑΜΔ΢ΧΝ ΥΡΖΜΑΣΟΠΗ΢ΣΧΣΗΚΧΝ ΟΡΓΑΝΗ΢ΜΧΝ;1206;588;1500;2088;0.53;24.29;23.93;24.03;62.86;44.16;49.48;ACTIVITIES AUXILIARY TO FINANCIAL INTERMEDIATION;
2008;11;70;ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΢ΥΔΣΗΚΔ΢ ΜΔ ΑΚΗΝΖΣΖ ΠΔΡΗΟΤ΢ΗΑ;1376;807;1217;2024;0.52;24.30;24.10;24.18;59.76;46.27;51.68;REAL ESTATE ACTIVITIES;
2008;11;71;ΔΚΜΗ΢ΘΧ΢Ζ ΜΖΥΑΝΖΜΑΣΧΝ ΚΑΗ ΔΞΟΠΛΗ΢ΜΟΤ ΥΧΡΗ΢ ΥΔΗΡΗ΢ΣΖ. ΔΚΜΗ΢ΘΧ΢Ζ ΔΗΓΧΝ ΑΣΟΜΗΚΖ΢ ΚΑΗ ΟΗΚΗΑΚΖ΢ ΥΡΖ΢Ζ΢;1056;890;850;1740;0.44;21.67;22.72;22.18;38.72;35.55;37.13;RENTING OF MACHINERY AND EQUIPMENT WITHOUT OPERATOR AND OF PERSONAL AND HOUSEHOLD GOODS;
2008;11;ΚΩΓ COD;Οικονομική Γραζηηριόηηηα;Αριθμός  Δπιτειρήζεων No of Enterprises;Αριθμός Number;of Insured;Αζθαλιζμένων Individuals;(2) (2);Μέζη Average (Days;Απαζτόληζη Employment per Month);(3) (3);Μέζο;Ζμερομίζθιο Average Wage;(3) (3);Economic Activity;
2008;11;NA;NA;;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;%;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;NA;
2008;11;72;ΠΛΖΡΟΦΟΡΗΚΖ ΚΑΗ ΢ΤΝΑΦΔΗ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;1685;2355;1403;3758;0.96;24.02;23.99;24.01;51.90;44.86;49.27;COMPUTER AND RELATED ACTIVITIES;
2008;11;73;ΔΡΔΤΝΑ ΚΑΗ ΑΝΑΠΣΤΞΖ;231;197;331;528;0.13;24.13;24.14;24.14;75.04;51.69;60.40;RESEARCH AND DEVELOPMENT;
2008;11;74;ΆΛΛΔ΢ ΔΠΗΥΔΗΡΖΜΑΣΗΚΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;17540;8416;16855;25271;6.44;23.82;23.95;23.91;47.73;43.59;44.97;OTHER BUSINESS ACTIVITIES;
2008;11;75;ΓΖΜΟ΢ΗΑ ΓΗΟΗΚΖ΢Ζ ΚΑΗ ΑΜΤΝΑ. ΤΠΟΥΡΔΧΣΗΚΖ ΚΟΗΝΧΝΗΚΖ Α΢ΦΑΛΗ΢Ζ;1611;1195;2299;3494;0.89;27.08;26.09;26.43;53.46;54.56;54.17;PUBLIC ADMINISTRATION AND DEFENCE ; COMPULSORY SOCIAL SECURITY;
2008;11;80;ΔΚΠΑΗΓΔΤ΢Ζ;12290;2122;7326;9448;2.41;23.01;23.00;23.00;46.03;37.09;39.10;EDUCATION;
2008;11;85;ΤΓΔΗΑ ΚΑΗ ΚΟΗΝΧΝΗΚΖ ΜΔΡΗΜΝΑ;9039;1627;10394;12021;3.06;24.41;24.23;24.25;44.98;40.59;41.19;HEALTH AND SOCIAL WORK;
2008;11;90;ΓΗΑΘΔ΢Ζ ΛΤΜΑΣΧΝ ΚΑΗ ΑΠΟΡΡΗΜΑΣΧΝ. ΤΓΗΔΗΝΖ ΚΑΗ ΠΑΡΟΜΟΗΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;429;676;168;844;0.22;23.82;23.40;23.73;44.43;41.01;43.76;SEWAGE AND REFUSE DISPOSAL. SANITATION AND SIMILAR ACTIVITIES;
2008;11;91;ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΟΡΓΑΝΧ΢ΔΧΝ καθ;2811;1653;2197;3850;0.98;24.27;25.61;25.04;53.49;48.43;50.54;ACTIVITIES OF MEMBERSHIP ORGANIZATIONS NEC;
2008;11;92;ΦΤΥΑΓΧΓΗΚΔ΢.ΠΟΛΗΣΗ΢ΣΗΚΔ΢ ΚΑΗ ΑΘΛΖΣΗΚΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;4075;3035;2808;5843;1.49;24.44;23.21;23.85;43.31;41.13;42.29;RECREATIONAL. CULTURAL AND SPORTING ACTIVITIES;
2008;11;93;ΆΛΛΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΠΑΡΟΥΖ΢ ΤΠΖΡΔ΢ΗΧΝ;8462;2830;10156;12986;3.31;23.44;22.36;22.59;37.84;33.05;34.13;OTHER SERVICE ACTIVITIES;
2008;11;95;ΗΓΗΧΣΗΚΑ ΝΟΗΚΟΚΤΡΗΑ ΠΟΤ ΑΠΑ΢ΥΟΛΟΤΝ ΟΗΚΗΑΚΟ ΠΡΟ΢ΧΠΗΚΟ;13450;2244;9128;11372;2.90;24.45;24.40;24.41;31.02;17.63;20.27;PRIVATE HOUSEHOLDS WITH EMPLOYED PERSONS;
2008;11;99;ΔΣΔΡΟΓΗΚΟΗ ΟΡΓΑΝΗ΢ΜΟΗ ΚΑΗ ΟΡΓΑΝΑ;152;164;216;380;0.10;24.24;24.09;24.16;60.44;57.14;58.57;EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES;
2008;11;NA;΢ΤΝΟΛΟ;237030;213940;178472;392412;100;23.30;23.24;23.27;43.40;39.42;41.59;TOTAL;
2008;11; Χο (2) Ο (3) Σα;αξηζκόο επηρεηξήζεσλ ιακβάλεηαη ν αξηζκόο ησλ αζθαιηζκέλσλ δελ είλαη δξαζηεξηόηεηα κεηξάηαη κία θνξά ζηνηρεία αλαθέξνληαη ζηνπο αζθαιηζκέλνπο ηαθηηθέο απνδνρέο ΠΑΡΑΣΗΡΗ΢ΕΙ΢;ζπλνιηθόο αξηζκόο δηαθξηηόο Δάλ έλαο πνπ εξγάδνληαη;ησλ κνλάδσλ αζθαιηζκέλνο κε πιήξεο;(παξαξηεκάησλ) απαζρνιείηαη σξάξην;ησλ ζε θαη ηα κέζα;δηαθνξεηηθνύο;επηρεηξήζεσλ εξγνδόηεο εκεξνκίζζηα;κε ηελ πξνθύπηνπλ;ίδηα νηθνλνκηθή κόλν από ηηο;NA;NA;NA;NA;
2008;11;1 Ζ 2 Σν  The (2) The (3) The;κέζε απαζρόιεζε δελ παξνπζηάδεη γεληθό κέζν εκεξνκίζζην ησλ γπλαηθώλ Number of Enterprises refers to number of insured individuals is not above figures refer to insured individuals COMMENTS;κεγάιεο απνθιίζεηο είλαη ην 90.83% ηνπ number of units (branches) distinctIf the same who are employed;ζρεηηθά κε γεληθνύ of each person is full-time;ην θύιν κέζνπ enterprise employed in and their;(άλδξεο. εκεξνκηζζίνπ more than average;γπλαίθεο) ησλ αλδξώλ one wages per;employers with day do not;the same include;economic leave benefits;activity is & season;counted as one bonuses;NA;NA;
2009;11;ΚΩΓ COD;Οικονομική Γραζηηριόηηηα;Αριθμός  Δπιτειρήζεων No of Enterprises;Number;Αριθμός of Insured;(2) Αζθαλιζμένων Individuals;(2);Μέζη Average (Days;Απαζτόληζη Employment per Month);(3) (3);Μέζο;Ζμερομίζθιο Average Wage;(3) (3);Economic Activity;
2009;11;NA;NA;;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;%;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;NA;
2009;11;NA;ΑΓΝΧ΢ΣΖ;2146;1632;1482;3114;0.80;22.84;22.33;22.59;45.85;40.35;43.27;UNKNOWN;
2009;11;01;ΓΔΧΡΓΗΑ. ΚΣΖΝΟΣΡΟΦΗΑ. ΘΖΡΑ ΚΑΗ ΢ΒΓ;854;1014;394;1408;0.36;23.37;23.34;23.36;43.90;43.25;43.72;AGRICULTURE. HUNTING AND RELATED SERVICE ACTIVITIES;
2009;11;02;ΓΑ΢ΟΚΟΜΗΑ. ΤΛΟΣΟΜΗΑ ΚΑΗ ΢ΤΝΑΦΔΗ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;188;177;67;244;0.06;20.53;21.39;20.77;40.07;39.86;40.01;FORESTRY. LOGGING AND RELATED SERVICES;
2009;11;05;ΑΛΗΔΗΑ. ΔΚΜΔΣΑΛΛΔΤ΢Ζ ΗΥΘΤΟΣΡΟΦΔΗΧΝ ΚΑΗ ΜΟΝΑΓΧΝ ΠΑΡΑΓΧΓΖ΢ ΓΟΝΟΤ ΒΓ΢ ΜΔ ΣΖΝ ΑΛΗΔΗΑ;246;311;97;408;0.11;23.08;21.08;22.60;51.21;45.52;49.95;FISHING. OPERATION OF FISH HATCHERIES AND FISH FARMS; SERVICE ACTIVITIES INCIDENTAL TO FISHING;
2009;11;10;ΔΞΟΡΤΞΖ ΑΝΘΡΑΚΑ ΚΑΗ ΛΗΓΝΗΣΖ. ΔΞΟΡΤΞΖ ΣΤΡΦΖ΢;23;33;7;40;0.01;23.45;23.43;23.45;50.42;37.10;48.09;MINING OF COAL AND LIGNITE;
2009;11;11;ΑΝΣΛΖ΢Ζ ΑΡΓΟΤ ΠΔΣΡΔΛΑΗΟΤ ΚΑΗ ΦΤ΢ΗΚΟΤ ΑΔΡΗΟΤ.ΒΓ΢ ΜΔ ΣΖΝ ΑΝΣΛΖ΢Ζ ΠΔΣΡΔΛΑΗΟΤ ΚΑΗ ΦΤ΢ΗΚΟΤ ΑΔΡΗΟΤ.ΜΔ ΔΞΑΗΡΔ΢Ζ ΣΗ΢ ΜΔΛΔΣΔ΢;16;21;6;27;0.01;21.00;23.67;21.59;40.29;58.05;44.61;EXTRACTION OF CRUDE PETROLEUM AND NATURAL GAS; SERVICE ACTIVITIES INCIDENTAL TO OIL AND GAS EXTRACTION. EXCLUDING SURVEYING;
2009;11;12;ΔΞΟΡΤΞΖ ΜΔΣΑΛΛΔΤΜΑΣΧΝ ΟΤΡΑΝΗΟΤ ΚΑΗ ΘΟΡΗΟΤ;8;2;4;6;0.00;25.00;25.00;25.00;37.03;40.45;39.31;MINING OF URANIUM AND THORIUM ORES;
2009;11;13;ΔΞΟΡΤΞΖ ΜΔΣΑΛΛΟΤΥΧΝ ΜΔΣΑΛΛΔΤΜΑΣΧΝ;17;33;3;36;0.01;21.42;25.00;21.72;57.13;34.29;54.94;MINING OF METAL ORES;
2009;11;14;ΑΛΛΔ΢ ΔΞΟΡΤΚΣΗΚΔ΢ ΚΑΗ ΛΑΣΟΜΗΚΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;295;696;73;769;0.20;22.85;23.25;22.89;53.63;42.33;52.54;OTHER MINING AND QUARRYING;
2009;11;15;ΒΗΟΜΖΥΑΝΗΑ ΣΡΟΦΗΜΧΝ ΚΑΗ ΠΟΣΧΝ;6440;7463;5540;13003;3.35;23.50;23.23;23.39;45.82;40.79;43.69;MANUFACTURE OF FOOD PRODUCTS AND BEVERAGES;
2009;11;16;ΠΑΡΑΓΧΓΖ ΠΡΟΗΟΝΣΧΝ ΚΑΠΝΟΤ;10;11;8;19;0.00;22.91;25.00;23.79;65.96;68.50;67.09;MANUFACTURE OF TOBACCO PRODUCTS;
2009;11;17;ΠΑΡΑΓΧΓΖ ΚΛΧ΢ΣΟΤΦΑΝΣΟΤΡΓΗΚΧΝ ΤΛΧΝ;914;1202;1028;2230;0.57;23.49;23.03;23.28;43.57;42.87;43.25;MANUFACTURE OF TEXTILES;
2009;11;18;ΚΑΣΑ΢ΚΔΤΖ ΔΗΓΧΝ ΔΝΓΤ΢Ζ΢.ΚΑΣΔΡΓΑ΢ΗΑ ΚΑΗ ΒΑΦΖ ΓΟΤΝΑΡΗΚΧΝ;1888;1380;2615;3995;1.03;22.91;22.34;22.54;42.60;42.44;42.49;MANUFACTURE OF WEARING APPAREL; DRESSING AND DYEING OF FUR;
2009;11;19;ΚΑΣΔΡΓΑ΢ΗΑ ΚΑΗ ΓΔΦΖ ΓΔΡΜΑΣΟ΢. ΚΑΣΑ΢ΚΔΤΖ ΔΗΓΧΝ ΣΑΞΗΓΗΟΤ(ΑΠΟ΢ΚΔΤΧΝ). Σ΢ΑΝΣΧΝ. ΔΗΓΧΝ ΢ΔΛΟΠΟΗΗΑ΢. ΔΗΓΧΝ ΢ΑΓΜΑΣΟΠΟΗΗΑ΢ ΚΑΗ ΤΠΟΓΖΜΑΣΧΝ;381;569;387;956;0.25;22.13;21.63;21.93;48.19;44.58;46.75;TANNING AND DRESSING OF LEATHER ; MANUFACTURE OF LUGGAGE. HANDBAGS. SADDLERY. HARNESS AND FOOTWEAR;
2009;11;20;ΒΗΟΜΖΥΑΝΗΑ ΞΤΛΟΤ ΚΑΗ ΚΑΣΑ΢ΚΔΤΖ ΠΡΟΗΟΝΣΧΝ ΑΠΌ ΞΤΛΟ ΚΑΗ ΦΔΛΛΟ.ΔΚΣΟ΢ ΑΠΌ ΣΑ ΔΠΗΠΛΑ ΚΑΣΑ΢ΚΔΤΖ ΔΗΓΧΝ ΚΑΛΑΘΟΠΟΗΗΑ΢ ΚΑΗ ΢ΠΑΡΣΟΠΛΔΚΣΗΚΖ΢;1428;2492;337;2829;0.73;23.15;22.69;23.10;43.92;42.10;43.71;MANUFACTURE OF WOOD AND OF PRODUCTS OF WOOD AND CORK. EXCEPT FURNITURE; MANUFACTURE OF ARTICLES OF STRAW AND PLAITING MATERIALS;
2009;11;21;ΠΑΡΑΓΧΓΖ ΥΑΡΣΟΠΟΛΣΟΤ.ΥΑΡΣΗΟΤ ΚΑΗ ΠΡΟΗΟΝΣΧΝ ΑΠΌ ΥΑΡΣΗ;307;596;290;886;0.23;24.20;23.60;24.00;46.00;43.03;45.05;MANUFACTURE OF PULP.PAPER AND PAPER PRODUCTS;
2009;11;ΚΩΓ COD;Οικονομική Γραζηηριόηηηα;Αριθμός  Δπιτειρήζεων No of Enterprises;Number;Αριθμός of Insured;(2) Αζθαλιζμένων Individuals;(2);Μέζη Average (Days;Απαζτόληζη Employment per Month);(3) (3);Μέζο;Ζμερομίζθιο Average Wage;(3) (3);Economic Activity;
2009;11;NA;NA;;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;%;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;NA;
2009;11;22;ΔΚΓΟ΢ΔΗ΢.ΔΚΣΤΠΧ΢ΔΗ΢ ΚΑΗ ΑΝΑΠΑΡΑΓΧΓΖ ΠΡΟΔΓΓΔΓΡΑΜΜΔΝΧΝ ΜΔ΢ΧΝ ΔΓΓΡΑΦΖ΢ ΖΥΟΤ ΚΑΗ ΔΗΚΟΝΑ΢ ΚΑΗ ΜΔ΢ΧΝ ΠΛΖΡΟΦΟΡΗΚΖ΢;2146;2749;2393;5142;1.32;24.31;24.05;24.19;49.78;45.18;47.65;PUBLISHING. PRINTING AND REPRODUCTION OF RECORDED MEDIA;
2009;11;23;ΠΑΡΑΓΧΓΖ ΟΠΣΑΝΘΡΑΚΑ (ΚΧΚ).ΠΡΟΗΟΝΣΧΝ ΓΗΤΛΗ΢Ζ΢ ΠΔΣΡΔΛΑΗΟΤ ΚΑΗ ΠΤΡΖΝΗΚΧΝ ΚΑΤ΢ΗΜΧΝ;43;101;22;123;0.03;24.58;24.36;24.54;54.85;48.74;53.77;MANUFACTURE OF COKE. REFINED PETROLEUM PRODUCTS AND NUCLEAR FUEL;
2009;11;24;ΠΑΡΑΓΧΓΖ ΥΖΜΗΚΧΝ ΟΤ΢ΗΧΝ ΚΑΗ ΠΡΟΗΟΝΣΧΝ;424;850;368;1218;0.31;23.64;23.96;23.74;50.43;46.63;49.27;MANUFACTURE OF CHEMICALS AND CHEMICALS PRODUCTS;
2009;11;25;ΚΑΣΑ΢ΚΔΤΖ ΠΡΟΗΟΝΣΧΝ ΑΠΌ ΔΛΑ΢ΣΗΚΟ (ΚΑΟΤΣ΢ΟΤΚ) ΚΑΗ ΠΛΑ΢ΣΗΚΔ΢ ΤΛΔ΢;610;1368;439;1807;0.47;23.62;23.67;23.63;45.90;43.50;45.32;MANUFACTURE OF RUBBER AND PLASTIC PRODUCTS;
2009;11;26;ΚΑΣΑ΢ΚΔΤΖ ΑΛΛΧΝ ΠΡΟΗΟΝΣΧΝ ΑΠΌ ΜΖ ΜΔΣΑΛΛΗΚΑ ΟΡΤΚΣΑ;1756;3517;475;3992;1.03;22.63;23.33;22.71;46.14;42.25;45.67;MANUFACTURE OF OTHER NON- METALLIC MINERAL PRODUCTS;
2009;11;27;ΠΑΡΑΓΧΓΖ ΒΑ΢ΗΚΧΝ ΜΔΣΑΛΛΧΝ;203;450;95;545;0.14;23.79;23.68;23.77;49.40;43.82;48.43;MANUFACTURE OF BASIC METALS;
2009;11;28;ΚΑΣΑ΢ΚΔΤΖ ΜΔΣΑΛΛΗΚΧΝ ΠΡΟΗΟΝΣΧΝ.ΜΔ ΔΞΑΗΡΔ΢Ζ ΣΑ ΜΖΥΑΝΖΜΑΣΑ ΚΑΗ ΣΑ ΔΗΓΖ ΔΞΟΠΛΗ΢ΜΟΤ;4634;8519;1061;9580;2.47;23.22;23.41;23.24;45.95;40.72;45.37;MANUFACTURE OF FABRICATED METAL PRODUCTS. EXCEPT MACHINERY AND EQUIPMENT;
2009;11;29;ΚΑΣΑ΢ΚΔΤΖ ΜΖΥΑΝΖΜΑΣΧΝ ΚΑΗ ΔΗΓΧΝ ΔΞΟΠΛΗ΢ΜΟΤ ΜΑΚ;2210;4727;686;5413;1.39;23.77;24.00;23.80;48.21;43.55;47.62;MANUFACTURE OF MACHINERY AND EQUIPMENT;
2009;11;30;ΚΑΣΑ΢ΚΔΤΖ ΜΖΥΑΝΧΝ ΓΡΑΦΔΗΟΤ ΚΑΗ ΖΛΔΚΣΡΟΝΗΚΧΝ ΤΠΟΛΟΓΗ΢ΣΧΝ;70;111;22;133;0.03;23.93;24.09;23.95;50.84;52.96;51.19;MANUFACTURE OF OFFICE MACHINERY AND COMPUTERS;
2009;11;31;ΚΑΣΑ΢ΚΔΤΖ ΖΛΔΚΣΡΗΚΧΝ ΜΖΥΑΝΧΝ ΚΑΗ ΢Τ΢ΚΔΤΧΝ ΜΑΚ;602;1129;267;1396;0.36;23.97;23.95;23.96;44.79;42.55;44.36;MANUFACTURE OF ELECTRICAL MACHINERY AND APPARATUS NEC;
2009;11;32;ΚΑΣΑ΢ΚΔΤΖ ΔΞΟΠΛΗ΢ΜΟΤ ΚΑΗ ΢Τ΢ΚΔΤΧΝ ΡΑΓΗΟΦΧΝΗΑ΢. ΣΖΛΔΟΡΑ΢Ζ΢ ΚΑΗ ΔΠΗΚΟΗΝΧΝΗΧΝ;190;297;90;387;0.10;23.95;24.22;24.01;43.77;40.24;42.94;MANUFACTURE OF RADIO TELEVISION AND COMMUNICATION EQUIPMENT AND APPARATUS;
2009;11;33;ΚΑΣΑ΢ΚΔΤΖ ΗΑΣΡΗΚΧΝ ΟΡΓΑΝΧΝ. ΟΡΓΑΝΧΝ ΑΚΡΗΒΔΗΑ΢ ΚΑΗ ΟΠΣΗΚΧΝ ΟΡΓΑΝΧΝ. ΚΑΣΑ΢ΚΔΤΖ ΡΟΛΟΓΗΧΝ ΚΆΘΔ ΔΗΓΟΤ΢;640;798;430;1228;0.32;24.45;24.61;24.50;43.13;39.64;41.90;MANUFACTURE OF MEDICAL. PRECISION AND OPTICAL INSTRUMENTS. WATCHES AND CLOCKS;
2009;11;34;ΚΑΣΑ΢ΚΔΤΖ ΑΤΣΟΚΗΝΖΣΧΝ ΟΥΖΜΑΣΧΝ. ΚΑΣΑ΢ΚΔΤΖ ΡΤΜΟΤΛΚΟΤΜΔΝΧΝ ΚΑΗ ΖΜΗΡΤΜΟΤΛΚΟΤΜΔΝΧΝ ΟΥΖΜΑΣΧΝ;157;314;40;354;0.09;23.16;23.83;23.24;49.76;48.70;49.64;MANUFACTURE OF MOTOR VEHICLES. TRAILERS AND SEMI- TRAILERS;
2009;11;35;ΚΑΣΑ΢ΚΔΤΖ ΛΟΗΠΟΤ ΔΞΟΠΛΗ΢ΜΟΤ ΜΔΣΑΦΟΡΧΝ;499;1148;175;1323;0.34;20.42;23.78;20.86;60.46;43.07;57.84;MANUFACTURE OF OTHER TRANSPORT EQUIPMENT;
2009;11;36;ΚΑΣΑ΢ΚΔΤΖ ΔΠΗΠΛΧΝ. ΛΟΗΠΔ΢ ΒΗΟΜΖΥΑΝΗΔ΢ ΜΑΚ;2681;4607;1161;5768;1.49;23.28;23.28;23.28;44.76;40.98;44.00;MANUFACTURE OF FURNITURE; MANUFACTURING NEC;
2009;11;37;ΑΝΑΚΤΚΛΧ΢Ζ;104;232;76;308;0.08;22.19;22.68;22.31;45.06;40.68;43.96;RECYCLING;
2009;11;40;ΠΑΡΟΥΖ ΖΛΔΚΣΡΗΚΟΤ ΡΔΤΜΑΣΟ΢ ΦΤ΢ΗΚΟΤ ΑΔΡΗΟΤ.ΑΣΜΟΤ ΚΑΗ ΕΔ΢ΣΟΤ ΝΔΡΟΤ;364;657;255;912;0.23;23.39;22.98;23.28;57.13;46.39;54.17;ELECTRICITY. GAS STEAM AND HOT WATER SUPPLY;
2009;11;ΚΩΓ COD;Οικονομική Γραζηηριόηηηα;Αριθμός  Δπιτειρήζεων No of Enterprises;Number;Αριθμός of Insured;(2) Αζθαλιζμένων Individuals;(2);Μέζη Average (Days;Απαζτόληζη Employment per Month);(3) (3);Μέζο;Ζμερομίζθιο Average Wage;(3) (3);Economic Activity;
2009;11;NA;NA;;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;%;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;NA;
2009;11;41;΢ΤΛΛΟΓΖ. ΚΑΘΑΡΗ΢ΜΟ΢ ΚΑΗ ΓΗΑΝΟΜΖ ΝΔΡΟΤ;309;565;220;785;0.20;23.53;23.94;23.64;57.87;56.30;57.43;COLLECTION. PURIFICATION AND DISTRIBUTION OF WATER;
2009;11;45;ΚΑΣΑ΢ΚΔΤΔ΢;13679;19507;4124;23631;6.08;22.87;23.77;23.02;44.90;45.90;45.08;CONSTRUCTION;
